,song_name,artist_id,artist_name,type,uri_x,song_id,uri_y,duration_ms,explicit,popularity,playlist_id,playlist_name
35,Something 'Bout a Boat,28AyklUmMECPwdfo8NEsV0,Jimmy Buffett,artist,spotify:artist:28AyklUmMECPwdfo8NEsV0,06YPnktvcLxVopw6xfW5rc,spotify:track:06YPnktvcLxVopw6xfW5rc,164073,False,44,6pBkmo0Pn8HSjtcudqqGDE,Jimmy Buffett Best Of
36,Something 'Bout a Boat,28AyklUmMECPwdfo8NEsV0,Jimmy Buffett,artist,spotify:artist:28AyklUmMECPwdfo8NEsV0,06YPnktvcLxVopw6xfW5rc,spotify:track:06YPnktvcLxVopw6xfW5rc,164073,False,44,1uY4UVKMPbOFj9cdtNc6a6,sailing
37,Something 'Bout a Boat,28AyklUmMECPwdfo8NEsV0,Jimmy Buffett,artist,spotify:artist:28AyklUmMECPwdfo8NEsV0,06YPnktvcLxVopw6xfW5rc,spotify:track:06YPnktvcLxVopw6xfW5rc,164073,False,44,6pBkmo0Pn8HSjtcudqqGDE,Jimmy Buffett Best Of
38,Boats,3grHWM9bx2E9vwJCdlRv9O,Kenny Chesney,artist,spotify:artist:3grHWM9bx2E9vwJCdlRv9O,6Hvkerq1P6q8DeOHjCh3hT,spotify:track:6Hvkerq1P6q8DeOHjCh3hT,275546,False,39,1uY4UVKMPbOFj9cdtNc6a6,sailing
39,Some Beach,1UTPBmNbXNTittyMJrNkvw,Blake Shelton,artist,spotify:artist:1UTPBmNbXNTittyMJrNkvw,7kWeSMXLxUHHOkFxsS0vhP,spotify:track:7kWeSMXLxUHHOkFxsS0vhP,204826,False,62,1uY4UVKMPbOFj9cdtNc6a6,sailing
40,Stars On The Water,28AyklUmMECPwdfo8NEsV0,Jimmy Buffett,artist,spotify:artist:28AyklUmMECPwdfo8NEsV0,1tCjn3xJR6odgDWdJF79zB,spotify:track:1tCjn3xJR6odgDWdJF79zB,196800,False,31,1uY4UVKMPbOFj9cdtNc6a6,sailing
41,Stars On The Water,28AyklUmMECPwdfo8NEsV0,Jimmy Buffett,artist,spotify:artist:28AyklUmMECPwdfo8NEsV0,1tCjn3xJR6odgDWdJF79zB,spotify:track:1tCjn3xJR6odgDWdJF79zB,196800,False,31,6pBkmo0Pn8HSjtcudqqGDE,Jimmy Buffett Best Of
42,Stars On The Water,28AyklUmMECPwdfo8NEsV0,Jimmy Buffett,artist,spotify:artist:28AyklUmMECPwdfo8NEsV0,1tCjn3xJR6odgDWdJF79zB,spotify:track:1tCjn3xJR6odgDWdJF79zB,196800,False,31,1uY4UVKMPbOFj9cdtNc6a6,sailing
43,Stars On The Water,28AyklUmMECPwdfo8NEsV0,Jimmy Buffett,artist,spotify:artist:28AyklUmMECPwdfo8NEsV0,1tCjn3xJR6odgDWdJF79zB,spotify:track:1tCjn3xJR6odgDWdJF79zB,196800,False,31,6pBkmo0Pn8HSjtcudqqGDE,Jimmy Buffett Best Of
44,A Pirate Looks At 40 - Live/1990,28AyklUmMECPwdfo8NEsV0,Jimmy Buffett,artist,spotify:artist:28AyklUmMECPwdfo8NEsV0,3kawBgeEJMPI0aw7XH5lFA,spotify:track:3kawBgeEJMPI0aw7XH5lFA,269212,False,27,1uY4UVKMPbOFj9cdtNc6a6,sailing
45,One Particular Harbour - Live/1990,28AyklUmMECPwdfo8NEsV0,Jimmy Buffett,artist,spotify:artist:28AyklUmMECPwdfo8NEsV0,1JZOZqjrMpIRDkszpy5djO,spotify:track:1JZOZqjrMpIRDkszpy5djO,385200,False,26,1uY4UVKMPbOFj9cdtNc6a6,sailing
46,I Have Found Me a Home,28AyklUmMECPwdfo8NEsV0,Jimmy Buffett,artist,spotify:artist:28AyklUmMECPwdfo8NEsV0,6FTKRyJAaU0CMZQQlxBjY2,spotify:track:6FTKRyJAaU0CMZQQlxBjY2,225271,False,41,6pBkmo0Pn8HSjtcudqqGDE,Jimmy Buffett Best Of
47,Woman Goin' Crazy on Caroline Street,28AyklUmMECPwdfo8NEsV0,Jimmy Buffett,artist,spotify:artist:28AyklUmMECPwdfo8NEsV0,7J0vC86jXSmIXtiGcdiYir,spotify:track:7J0vC86jXSmIXtiGcdiYir,248648,False,40,6pBkmo0Pn8HSjtcudqqGDE,Jimmy Buffett Best Of
48,The Captain and the Kid,28AyklUmMECPwdfo8NEsV0,Jimmy Buffett,artist,spotify:artist:28AyklUmMECPwdfo8NEsV0,3O02DTp0ScX04FezTt8FhK,spotify:track:3O02DTp0ScX04FezTt8FhK,211493,False,31,6pBkmo0Pn8HSjtcudqqGDE,Jimmy Buffett Best Of
49,Delaney Talks to Statues,28AyklUmMECPwdfo8NEsV0,Jimmy Buffett,artist,spotify:artist:28AyklUmMECPwdfo8NEsV0,7dJ81CdYo5Qo597OcZ3s4u,spotify:track:7dJ81CdYo5Qo597OcZ3s4u,199639,False,31,6pBkmo0Pn8HSjtcudqqGDE,Jimmy Buffett Best Of
50,Twelve Volt Man,28AyklUmMECPwdfo8NEsV0,Jimmy Buffett,artist,spotify:artist:28AyklUmMECPwdfo8NEsV0,3CotETOWjTMwvnJr5em4xg,spotify:track:3CotETOWjTMwvnJr5em4xg,220304,False,30,6pBkmo0Pn8HSjtcudqqGDE,Jimmy Buffett Best Of
51,Peanut Butter Conspiracy,28AyklUmMECPwdfo8NEsV0,Jimmy Buffett,artist,spotify:artist:28AyklUmMECPwdfo8NEsV0,2c7BMlhFg2ZIW9AOycIv9P,spotify:track:2c7BMlhFg2ZIW9AOycIv9P,246980,False,30,6pBkmo0Pn8HSjtcudqqGDE,Jimmy Buffett Best Of
52,Something So Feminine About a Mandolin,28AyklUmMECPwdfo8NEsV0,Jimmy Buffett,artist,spotify:artist:28AyklUmMECPwdfo8NEsV0,0tJaWHeqBvt5PAYqHCPBfE,spotify:track:0tJaWHeqBvt5PAYqHCPBfE,214872,False,30,6pBkmo0Pn8HSjtcudqqGDE,Jimmy Buffett Best Of
53,Love in the Library,28AyklUmMECPwdfo8NEsV0,Jimmy Buffett,artist,spotify:artist:28AyklUmMECPwdfo8NEsV0,6jEzAGGhaDOEeDXoJ7e8XK,spotify:track:6jEzAGGhaDOEeDXoJ7e8XK,270154,False,29,6pBkmo0Pn8HSjtcudqqGDE,Jimmy Buffett Best Of
54,Chanson Pour Les Petits Enfants,28AyklUmMECPwdfo8NEsV0,Jimmy Buffett,artist,spotify:artist:28AyklUmMECPwdfo8NEsV0,6iXwUuUK0WYekVvkRtoUiX,spotify:track:6iXwUuUK0WYekVvkRtoUiX,236980,False,30,6pBkmo0Pn8HSjtcudqqGDE,Jimmy Buffett Best Of
55,The Night I Painted the Sky,28AyklUmMECPwdfo8NEsV0,Jimmy Buffett,artist,spotify:artist:28AyklUmMECPwdfo8NEsV0,6yImFUgtilGT7bJxH64lCE,spotify:track:6yImFUgtilGT7bJxH64lCE,319440,False,29,6pBkmo0Pn8HSjtcudqqGDE,Jimmy Buffett Best Of
56,Cowboy in the Jungle,28AyklUmMECPwdfo8NEsV0,Jimmy Buffett,artist,spotify:artist:28AyklUmMECPwdfo8NEsV0,5BRIwCUqAB3qLH7lcz9oWO,spotify:track:5BRIwCUqAB3qLH7lcz9oWO,313407,False,29,6pBkmo0Pn8HSjtcudqqGDE,Jimmy Buffett Best Of
57,Little Miss Magic,28AyklUmMECPwdfo8NEsV0,Jimmy Buffett,artist,spotify:artist:28AyklUmMECPwdfo8NEsV0,6ulalual4NlGO1i5gRZlZF,spotify:track:6ulalual4NlGO1i5gRZlZF,241648,False,29,6pBkmo0Pn8HSjtcudqqGDE,Jimmy Buffett Best Of
58,Tin Cup Chalice,28AyklUmMECPwdfo8NEsV0,Jimmy Buffett,artist,spotify:artist:28AyklUmMECPwdfo8NEsV0,2RAIhfQyn6ViSfrJGzqKb8,spotify:track:2RAIhfQyn6ViSfrJGzqKb8,193012,False,30,6pBkmo0Pn8HSjtcudqqGDE,Jimmy Buffett Best Of
59,Tin Cup Chalice,28AyklUmMECPwdfo8NEsV0,Jimmy Buffett,artist,spotify:artist:28AyklUmMECPwdfo8NEsV0,6i5stu3H0nHekjp8bOhoeE,spotify:track:6i5stu3H0nHekjp8bOhoeE,221573,False,46,6pBkmo0Pn8HSjtcudqqGDE,Jimmy Buffett Best Of
60,Tin Cup Chalice,28AyklUmMECPwdfo8NEsV0,Jimmy Buffett,artist,spotify:artist:28AyklUmMECPwdfo8NEsV0,2RAIhfQyn6ViSfrJGzqKb8,spotify:track:2RAIhfQyn6ViSfrJGzqKb8,193012,False,30,6pBkmo0Pn8HSjtcudqqGDE,Jimmy Buffett Best Of
61,Tin Cup Chalice,28AyklUmMECPwdfo8NEsV0,Jimmy Buffett,artist,spotify:artist:28AyklUmMECPwdfo8NEsV0,6i5stu3H0nHekjp8bOhoeE,spotify:track:6i5stu3H0nHekjp8bOhoeE,221573,False,46,6pBkmo0Pn8HSjtcudqqGDE,Jimmy Buffett Best Of
62,Tonight I Just Need My Guitar,28AyklUmMECPwdfo8NEsV0,Jimmy Buffett,artist,spotify:artist:28AyklUmMECPwdfo8NEsV0,1ljEEUjcMpxoD1TK9o9lAs,spotify:track:1ljEEUjcMpxoD1TK9o9lAs,162436,False,29,6pBkmo0Pn8HSjtcudqqGDE,Jimmy Buffett Best Of
63,Death of an Unpopular Poet,28AyklUmMECPwdfo8NEsV0,Jimmy Buffett,artist,spotify:artist:28AyklUmMECPwdfo8NEsV0,7MfFvmL8wG0gZleLlWLFCY,spotify:track:7MfFvmL8wG0gZleLlWLFCY,255878,False,28,6pBkmo0Pn8HSjtcudqqGDE,Jimmy Buffett Best Of
64,Down at the Lah De Dah,28AyklUmMECPwdfo8NEsV0,Jimmy Buffett,artist,spotify:artist:28AyklUmMECPwdfo8NEsV0,64XIvcPOW9lmMh8vHFnYt0,spotify:track:64XIvcPOW9lmMh8vHFnYt0,199433,False,29,6pBkmo0Pn8HSjtcudqqGDE,Jimmy Buffett Best Of
65,Who Gets to Live Like This,28AyklUmMECPwdfo8NEsV0,Jimmy Buffett,artist,spotify:artist:28AyklUmMECPwdfo8NEsV0,79gzZTuIZhFcPeErUFtsco,spotify:track:79gzZTuIZhFcPeErUFtsco,182628,False,31,6pBkmo0Pn8HSjtcudqqGDE,Jimmy Buffett Best Of
66,The Devil I Know,28AyklUmMECPwdfo8NEsV0,Jimmy Buffett,artist,spotify:artist:28AyklUmMECPwdfo8NEsV0,52wPojlav5oH7au9XenjHA,spotify:track:52wPojlav5oH7au9XenjHA,178682,True,29,6pBkmo0Pn8HSjtcudqqGDE,Jimmy Buffett Best Of
67,The Slow Lane,28AyklUmMECPwdfo8NEsV0,Jimmy Buffett,artist,spotify:artist:28AyklUmMECPwdfo8NEsV0,46RjasCR1TcTphfY32VB7f,spotify:track:46RjasCR1TcTphfY32VB7f,250570,False,41,6pBkmo0Pn8HSjtcudqqGDE,Jimmy Buffett Best Of
68,Cussin' Island,28AyklUmMECPwdfo8NEsV0,Jimmy Buffett,artist,spotify:artist:28AyklUmMECPwdfo8NEsV0,684Tc2XE6KtY4FKmGmFcFh,spotify:track:684Tc2XE6KtY4FKmGmFcFh,294624,True,28,6pBkmo0Pn8HSjtcudqqGDE,Jimmy Buffett Best Of
69,Oceans of Time,28AyklUmMECPwdfo8NEsV0,Jimmy Buffett,artist,spotify:artist:28AyklUmMECPwdfo8NEsV0,4yvuZhY0NWWSbtnTYOWAyS,spotify:track:4yvuZhY0NWWSbtnTYOWAyS,211757,False,23,6pBkmo0Pn8HSjtcudqqGDE,Jimmy Buffett Best Of
70,"Hey, That's My Wave",28AyklUmMECPwdfo8NEsV0,Jimmy Buffett,artist,spotify:artist:28AyklUmMECPwdfo8NEsV0,0SMnjM3haIJFqXDzQASr8a,spotify:track:0SMnjM3haIJFqXDzQASr8a,266139,False,29,6pBkmo0Pn8HSjtcudqqGDE,Jimmy Buffett Best Of
71,Mailbox Money,28AyklUmMECPwdfo8NEsV0,Jimmy Buffett,artist,spotify:artist:28AyklUmMECPwdfo8NEsV0,25rlxcwMYYeZANPH4lTqeS,spotify:track:25rlxcwMYYeZANPH4lTqeS,259315,False,27,6pBkmo0Pn8HSjtcudqqGDE,Jimmy Buffett Best Of
72,Slack Tide,28AyklUmMECPwdfo8NEsV0,Jimmy Buffett,artist,spotify:artist:28AyklUmMECPwdfo8NEsV0,05HiBSFvUaYDAdN8DHPSUd,spotify:track:05HiBSFvUaYDAdN8DHPSUd,256492,False,29,6pBkmo0Pn8HSjtcudqqGDE,Jimmy Buffett Best Of
73,Book on the Shelf,28AyklUmMECPwdfo8NEsV0,Jimmy Buffett,artist,spotify:artist:28AyklUmMECPwdfo8NEsV0,0237hkuyPgH7yQFs1xYD8C,spotify:track:0237hkuyPgH7yQFs1xYD8C,203266,False,20,6pBkmo0Pn8HSjtcudqqGDE,Jimmy Buffett Best Of
74,Margaritaville,28AyklUmMECPwdfo8NEsV0,Jimmy Buffett,artist,spotify:artist:28AyklUmMECPwdfo8NEsV0,4EEjMyQub6tgFVshlM9j1M,spotify:track:4EEjMyQub6tgFVshlM9j1M,250933,False,68,6pBkmo0Pn8HSjtcudqqGDE,Jimmy Buffett Best Of
75,Volcano,28AyklUmMECPwdfo8NEsV0,Jimmy Buffett,artist,spotify:artist:28AyklUmMECPwdfo8NEsV0,0s4jINkD2RoxH96zpy2i0D,spotify:track:0s4jINkD2RoxH96zpy2i0D,219893,False,51,6pBkmo0Pn8HSjtcudqqGDE,Jimmy Buffett Best Of
76,A Pirate Looks At Forty,28AyklUmMECPwdfo8NEsV0,Jimmy Buffett,artist,spotify:artist:28AyklUmMECPwdfo8NEsV0,6ac6RlvEhiFraIxBYHhg1j,spotify:track:6ac6RlvEhiFraIxBYHhg1j,235360,False,55,6pBkmo0Pn8HSjtcudqqGDE,Jimmy Buffett Best Of
77,Come Monday,28AyklUmMECPwdfo8NEsV0,Jimmy Buffett,artist,spotify:artist:28AyklUmMECPwdfo8NEsV0,0yje3JVMgJNZENayymCTHA,spotify:track:0yje3JVMgJNZENayymCTHA,191733,False,59,6pBkmo0Pn8HSjtcudqqGDE,Jimmy Buffett Best Of
78,Cheeseburger In Paradise,28AyklUmMECPwdfo8NEsV0,Jimmy Buffett,artist,spotify:artist:28AyklUmMECPwdfo8NEsV0,6VeZ970uI0Yi6sjBgyFBrp,spotify:track:6VeZ970uI0Yi6sjBgyFBrp,176093,False,60,6pBkmo0Pn8HSjtcudqqGDE,Jimmy Buffett Best Of
79,Pencil Thin Mustache,28AyklUmMECPwdfo8NEsV0,Jimmy Buffett,artist,spotify:artist:28AyklUmMECPwdfo8NEsV0,5CzMwK80wwvneifPUeknav,spotify:track:5CzMwK80wwvneifPUeknav,173560,False,35,6pBkmo0Pn8HSjtcudqqGDE,Jimmy Buffett Best Of
80,He Went To Paris,28AyklUmMECPwdfo8NEsV0,Jimmy Buffett,artist,spotify:artist:28AyklUmMECPwdfo8NEsV0,0MSbGV0xfCgS1H6lKpjIKM,spotify:track:0MSbGV0xfCgS1H6lKpjIKM,211293,False,34,6pBkmo0Pn8HSjtcudqqGDE,Jimmy Buffett Best Of
81,Coconut Telegraph,28AyklUmMECPwdfo8NEsV0,Jimmy Buffett,artist,spotify:artist:28AyklUmMECPwdfo8NEsV0,5ZKPylaZ9jgoDKoYZqJ3RG,spotify:track:5ZKPylaZ9jgoDKoYZqJ3RG,179666,False,35,6pBkmo0Pn8HSjtcudqqGDE,Jimmy Buffett Best Of
82,Why Don't We Get Drunk,28AyklUmMECPwdfo8NEsV0,Jimmy Buffett,artist,spotify:artist:28AyklUmMECPwdfo8NEsV0,08S2nUUNdJTagxqPKsWhli,spotify:track:08S2nUUNdJTagxqPKsWhli,165493,False,46,6pBkmo0Pn8HSjtcudqqGDE,Jimmy Buffett Best Of
83,Grapefruit - Juicy Fruit,28AyklUmMECPwdfo8NEsV0,Jimmy Buffett,artist,spotify:artist:28AyklUmMECPwdfo8NEsV0,3RaNRukiKfHbzSMXbWmuwB,spotify:track:3RaNRukiKfHbzSMXbWmuwB,178333,False,32,6pBkmo0Pn8HSjtcudqqGDE,Jimmy Buffett Best Of
84,Jolly Mon Sing,28AyklUmMECPwdfo8NEsV0,Jimmy Buffett,artist,spotify:artist:28AyklUmMECPwdfo8NEsV0,0WfDZMpAmzyF8oLaCQcow2,spotify:track:0WfDZMpAmzyF8oLaCQcow2,197600,False,44,6pBkmo0Pn8HSjtcudqqGDE,Jimmy Buffett Best Of
